Semaine,Mois,Catégorie,Marque,Prix,Promotion,Réduction_%,Jour_férié,Météo,Ventes_S-1,Stock_début,Ventes
49,1,Alimentaire,Nestlé,3000,0,0,0,Ensoleillé,65,120,64
18,5,Électroménager,Moulinex,143900,0,0,0,Nuageux,11,23,10
27,7,Alimentaire,Nestlé,4400,1,20,0,Nuageux,153,263,146
22,6,Vêtements,Dakar Mode,4600,1,20,0,Nuageux,41,49,40
14,4,Boissons,Kirène,600,1,25,0,Ensoleillé,166,321,178
25,7,Hygiène,Dove,1900,1,5,0,Nuageux,61,88,79
27,7,Alimentaire,Patisen,6300,1,0,0,Pluvieux,56,75,64
28,7,Boissons,Rani,900,0,0,0,Nuageux,97,219,111
36,9,Boissons,Youki,500,0,0,0,Nuageux,116,240,149
50,1,Alimentaire,Kirène,5500,1,25,0,Nuageux,72,162,87
11,3,Boissons,Coca-Cola,1000,0,0,0,Pluvieux,106,255,104
41,11,Électroménager,Samsung,51700,1,20,0,Ensoleillé,10,18,9
3,1,Hygiène,Nivea,1400,1,30,0,Ensoleillé,53,93,63
41,11,Électroménager,Moulinex,163900,0,0,0,Ensoleillé,5,11,6
21,6,Boissons,Rani,900,0,0,0,Ensoleillé,268,459,221
1,1,Alimentaire,Daffé,5000,0,0,0,Nuageux,65,81,55
38,10,Alimentaire,Kirène,2400,0,0,0,Nuageux,83,142,82
42,11,Boissons,Rani,800,0,0,0,Pluvieux,82,158,72
32,8,Électroménager,Brandt,25000,1,5,0,Nuageux,10,16,9
9,3,Électroménager,Samsung,120800,1,20,0,Ensoleillé,9,15,10
18,5,Boissons,Coca-Cola,700,0,0,0,Ensoleillé,167,253,152
16,4,Vêtements,Kantamanto,3300,0,0,0,Ensoleillé,26,34,29
33,9,Électroménager,Moulinex,97300,0,0,0,Très chaud,6,8,7
4,1,Vêtements,Kantamanto,4900,0,0,0,Très chaud,15,37,16
21,6,Alimentaire,Daffé,3100,1,0,0,Pluvieux,78,146,97
23,6,Boissons,Kirène,1600,1,15,0,Ensoleillé,219,539,280
29,8,Électroménager,Moulinex,85100,1,5,0,Nuageux,13,16,12
12,3,Hygiène,Palmolive,1900,0,0,0,Très chaud,51,94,52
4,1,Boissons,Rani,2400,1,0,0,Pluvieux,63,109,62
10,3,Boissons,Kirène,800,0,0,0,Nuageux,111,141,110
11,3,Boissons,Coca-Cola,1400,0,0,0,Ensoleillé,146,315,127
10,3,Vêtements,Kente,9400,0,0,0,Ensoleillé,32,59,28
1,1,Boissons,Gazelle,1500,1,10,0,Nuageux,87,214,87
30,8,Électroménager,LG,188500,0,0,1,Très chaud,10,16,11
10,3,Vêtements,Wax & Co,29700,0,0,0,Nuageux,19,46,23
21,6,Électroménager,Samsung,121400,0,0,0,Ensoleillé,10,12,10
26,7,Alimentaire,Patisen,4000,1,25,0,Ensoleillé,134,208,126
40,10,Hygiène,Palmolive,4200,1,5,0,Ensoleillé,56,89,62
9,3,Boissons,Rani,1100,0,0,0,Nuageux,98,226,107
41,11,Électroménager,LG,126500,0,0,0,Ensoleillé,5,6,5
14,4,Boissons,Rani,900,1,0,0,Très chaud,110,202,117
31,8,Électroménager,LG,135700,0,0,0,Ensoleillé,6,9,8
17,5,Hygiène,Dove,2600,0,0,0,Très chaud,67,99,79
47,12,Hygiène,Dettol,4500,0,0,1,Pluvieux,43,100,37
11,3,Vêtements,Kente,6100,0,0,0,Ensoleillé,31,71,28
42,11,Vêtements,Dakar Mode,22200,0,0,0,Très chaud,12,22,11
22,6,Vêtements,Wax & Co,17000,1,20,0,Ensoleillé,39,61,50
24,6,Vêtements,Afriq Style,6300,0,0,0,Pluvieux,15,33,20
16,4,Hygiène,Nivea,3000,1,10,0,Ensoleillé,96,231,78
18,5,Boissons,Kirène,1900,0,0,0,Ensoleillé,156,298,164
11,3,Vêtements,Kantamanto,29100,1,0,0,Nuageux,25,53,25
25,7,Alimentaire,Mama,4900,1,20,0,Nuageux,172,336,142
41,11,Électroménager,Brandt,65900,0,0,0,Nuageux,3,4,5
49,1,Vêtements,Afriq Style,17300,0,0,0,Pluvieux,12,14,14
41,11,Électroménager,LG,114100,0,0,0,Pluvieux,3,3,4
51,1,Boissons,Kirène,1700,1,20,0,Nuageux,100,156,93
20,5,Alimentaire,Nestlé,7300,0,0,0,Ensoleillé,115,237,113
12,3,Vêtements,Kantamanto,24500,1,25,0,Très chaud,37,82,33
17,5,Alimentaire,Patisen,3300,1,0,0,Très chaud,89,163,90
50,1,Alimentaire,Mama,1500,1,5,0,Très chaud,71,97,63
15,4,Hygiène,Palmolive,4700,0,0,0,Ensoleillé,78,156,81
42,11,Vêtements,Kantamanto,11500,1,0,0,Nuageux,15,26,14
2,1,Boissons,Youki,1100,1,10,0,Ensoleillé,91,119,116
52,1,Boissons,Kirène,1800,0,0,0,Pluvieux,43,53,55
10,3,Électroménager,Hisense,111300,1,20,0,Très chaud,9,13,10
52,1,Vêtements,Dakar Mode,34500,0,0,1,Pluvieux,16,35,17
51,1,Électroménager,LG,26200,1,25,0,Ensoleillé,8,12,7
26,7,Électroménager,Brandt,170700,0,0,0,Très chaud,10,18,10
31,8,Boissons,Coca-Cola,2000,1,30,0,Ensoleillé,257,514,265
52,1,Hygiène,Dove,3800,1,30,0,Nuageux,47,100,46
26,7,Électroménager,Moulinex,167300,0,0,0,Nuageux,10,13,10
14,4,Boissons,Coca-Cola,2300,1,10,0,Ensoleillé,175,435,178
18,5,Boissons,Gazelle,2500,0,0,0,Très chaud,121,194,149
4,1,Électroménager,Samsung,192000,0,0,1,Ensoleillé,8,18,7
4,1,Alimentaire,Nestlé,1700,1,5,0,Nuageux,73,95,62
49,1,Alimentaire,Patisen,6300,0,0,0,Pluvieux,56,130,47
45,12,Alimentaire,Daffé,6300,1,0,1,Ensoleillé,66,162,65
13,4,Hygiène,Dettol,1100,1,15,0,Pluvieux,73,91,76
9,3,Hygiène,Dettol,2900,0,0,0,Nuageux,49,106,59
2,1,Boissons,Coca-Cola,2100,1,25,0,Pluvieux,118,281,101
50,1,Hygiène,Palmolive,900,1,15,0,Très chaud,50,111,42
11,3,Alimentaire,Nestlé,3200,1,25,0,Ensoleillé,122,288,126
36,9,Électroménager,LG,25500,0,0,0,Nuageux,6,13,7
1,1,Alimentaire,Kirène,6000,0,0,0,Nuageux,65,158,54
1,1,Boissons,Rani,2200,0,0,1,Nuageux,83,205,101
49,1,Hygiène,Dettol,3200,1,0,1,Ensoleillé,43,102,57
3,1,Hygiène,Dove,1700,0,0,0,Nuageux,33,55,37
38,10,Vêtements,Wax & Co,12200,0,0,0,Pluvieux,17,24,18
51,1,Hygiène,Palmolive,2900,1,10,1,Nuageux,49,70,48
35,9,Vêtements,Kente,30100,1,30,0,Très chaud,39,64,34
17,5,Vêtements,Afriq Style,26400,0,0,0,Nuageux,30,66,28
27,7,Vêtements,Kantamanto,27000,0,0,0,Nuageux,43,104,35
22,6,Électroménager,Moulinex,122100,0,0,0,Ensoleillé,12,16,11
9,3,Vêtements,Afriq Style,28700,0,0,0,Nuageux,18,28,19
17,5,Hygiène,Dettol,2000,1,10,0,Ensoleillé,89,221,107
23,6,Électroménager,LG,191100,0,0,0,Ensoleillé,11,24,15
47,12,Boissons,Rani,900,0,0,0,Nuageux,55,70,63
31,8,Boissons,Rani,2700,0,0,0,Très chaud,129,229,135
12,3,Alimentaire,Nestlé,7100,1,10,0,Ensoleillé,73,95,88
10,3,Vêtements,Dakar Mode,16800,1,15,0,Nuageux,25,51,28
23,6,Électroménager,Samsung,109200,0,0,0,Ensoleillé,12,27,11
3,1,Vêtements,Afriq Style,13500,0,0,1,Très chaud,19,46,17
48,12,Hygiène,Nivea,1200,1,10,0,Pluvieux,41,85,42
11,3,Alimentaire,Nestlé,7600,0,0,0,Très chaud,88,202,71
49,1,Alimentaire,Patisen,7600,0,0,0,Pluvieux,48,95,45
33,9,Alimentaire,Nestlé,7900,0,0,0,Pluvieux,46,95,47
10,3,Alimentaire,Nestlé,2900,0,0,0,Ensoleillé,101,131,91
45,12,Vêtements,Kantamanto,22400,0,0,0,Nuageux,13,21,14
30,8,Boissons,Coca-Cola,2100,0,0,1,Pluvieux,131,271,154
52,1,Boissons,Coca-Cola,1400,0,0,0,Ensoleillé,88,169,74
8,2,Boissons,Rani,2200,0,0,0,Ensoleillé,122,276,116
52,1,Électroménager,Moulinex,62600,1,10,0,Pluvieux,6,13,5
34,9,Alimentaire,Mama,6000,1,5,0,Ensoleillé,76,102,97
47,12,Hygiène,Dove,1200,0,0,1,Ensoleillé,45,105,51
19,5,Boissons,Coca-Cola,2200,0,0,0,Pluvieux,125,284,143
3,1,Hygiène,Palmolive,1700,1,20,0,Nuageux,63,77,55
37,10,Alimentaire,Nestlé,6800,0,0,0,Pluvieux,39,83,44
34,9,Hygiène,Dettol,3800,1,0,0,Pluvieux,73,154,61
48,12,Hygiène,Nivea,4100,1,10,0,Nuageux,43,92,45
33,9,Alimentaire,Daffé,7400,1,10,0,Pluvieux,64,137,75
40,10,Hygiène,Palmolive,1400,1,0,0,Très chaud,57,131,49
16,4,Alimentaire,Patisen,3900,0,0,0,Ensoleillé,91,197,101
27,7,Alimentaire,Nestlé,5400,1,15,0,Ensoleillé,132,246,121
50,1,Boissons,Kirène,900,0,0,1,Nuageux,116,265,98
3,1,Électroménager,Hisense,128300,0,0,1,Nuageux,5,8,6
37,10,Vêtements,Kantamanto,31300,0,0,0,Nuageux,16,37,22
43,11,Vêtements,Afriq Style,4700,1,15,0,Ensoleillé,26,36,24
7,2,Vêtements,Kente,34800,0,0,0,Nuageux,21,29,19
47,12,Hygiène,Palmolive,1600,0,0,0,Nuageux,36,55,41
40,10,Hygiène,Colgate,4300,1,30,0,Nuageux,84,134,75
38,10,Alimentaire,Nestlé,1800,1,30,0,Ensoleillé,108,261,104
41,11,Hygiène,Colgate,2100,1,15,0,Ensoleillé,39,75,51
40,10,Boissons,Gazelle,2800,1,15,0,Nuageux,95,125,126
13,4,Boissons,Coca-Cola,1100,0,0,1,Nuageux,146,252,188
1,1,Vêtements,Wax & Co,17800,0,0,0,Pluvieux,11,24,12
22,6,Boissons,Youki,1600,1,30,0,Nuageux,252,356,240
26,7,Hygiène,Palmolive,2700,0,0,0,Ensoleillé,68,163,91
36,9,Alimentaire,Daffé,6700,0,0,0,Ensoleillé,84,197,96
6,2,Électroménager,Moulinex,58300,1,20,0,Ensoleillé,8,16,8
17,5,Électroménager,Brandt,116900,1,25,0,Nuageux,16,23,14
10,3,Hygiène,Nivea,1400,0,0,0,Nuageux,49,114,65
47,12,Hygiène,Nivea,1500,0,0,0,Très chaud,28,38,34
6,2,Alimentaire,Daffé,1900,0,0,0,Ensoleillé,88,141,71
12,3,Vêtements,Kente,25100,1,25,0,Nuageux,32,63,34
18,5,Alimentaire,Kirène,5100,0,0,0,Nuageux,122,250,115
43,11,Hygiène,Palmolive,2500,1,25,0,Nuageux,48,70,61
50,1,Boissons,Rani,1200,1,10,0,Nuageux,66,153,71
35,9,Électroménager,Hisense,153500,0,0,0,Pluvieux,6,8,7
36,9,Alimentaire,Mama,1700,0,0,0,Pluvieux,71,97,71
42,11,Vêtements,Kantamanto,30100,0,0,0,Ensoleillé,17,24,14
18,5,Boissons,Kirène,600,1,10,0,Pluvieux,165,329,181
15,4,Vêtements,Wax & Co,21700,0,0,0,Ensoleillé,32,75,32
31,8,Vêtements,Afriq Style,13600,0,0,0,Nuageux,27,61,27
27,7,Hygiène,Dettol,3300,1,20,0,Très chaud,77,124,81
19,5,Vêtements,Dakar Mode,30300,1,0,0,Pluvieux,17,38,22
38,10,Hygiène,Colgate,2300,0,0,0,Ensoleillé,46,62,57
52,1,Alimentaire,Daffé,2800,0,0,1,Très chaud,44,101,50
27,7,Vêtements,Kantamanto,28000,1,20,0,Ensoleillé,40,99,44
15,4,Électroménager,Samsung,29000,0,0,0,Ensoleillé,10,21,10
19,5,Vêtements,Wax & Co,5700,0,0,0,Ensoleillé,47,112,41
31,8,Boissons,Youki,1200,1,15,0,Ensoleillé,213,421,217
5,2,Vêtements,Kente,9500,1,20,0,Très chaud,25,46,21
49,1,Alimentaire,Kirène,1700,1,30,0,Nuageux,94,167,84
32,8,Boissons,Coca-Cola,2800,1,10,0,Nuageux,214,426,178
50,1,Alimentaire,Mama,4000,1,10,0,Très chaud,40,85,50
42,11,Hygiène,Nivea,1000,1,0,0,Ensoleillé,34,70,44
49,1,Vêtements,Dakar Mode,5700,0,0,0,Ensoleillé,18,27,16
44,11,Vêtements,Wax & Co,26200,0,0,0,Ensoleillé,16,23,15
20,5,Vêtements,Kente,33100,1,10,0,Ensoleillé,58,88,55
29,8,Alimentaire,Nestlé,1900,1,30,0,Nuageux,178,419,146
51,1,Boissons,Kirène,500,1,30,1,Pluvieux,96,131,118
25,7,Alimentaire,Daffé,5400,1,10,0,Ensoleillé,140,282,137
52,1,Boissons,Youki,2400,0,0,0,Ensoleillé,67,130,69
34,9,Hygiène,Palmolive,1500,0,0,0,Ensoleillé,76,143,69
42,11,Vêtements,Kantamanto,4700,0,0,0,Pluvieux,11,25,10
36,9,Hygiène,Dove,4700,1,5,0,Ensoleillé,57,109,66
26,7,Hygiène,Nivea,1500,0,0,0,Ensoleillé,71,139,74
43,11,Électroménager,LG,128200,1,5,0,Ensoleillé,7,12,7
16,4,Hygiène,Palmolive,1200,0,0,0,Pluvieux,54,122,60
25,7,Électroménager,Hisense,111600,0,0,0,Nuageux,11,21,10
5,2,Vêtements,Dakar Mode,16300,0,0,0,Ensoleillé,24,50,23
27,7,Électroménager,LG,141300,1,10,0,Ensoleillé,12,19,16
47,12,Alimentaire,Patisen,4300,1,15,1,Très chaud,82,117,72
10,3,Électroménager,Moulinex,177100,0,0,0,Pluvieux,5,8,6
31,8,Hygiène,Colgate,3100,0,0,0,Pluvieux,40,63,41
6,2,Alimentaire,Kirène,2000,0,0,0,Ensoleillé,50,74,67
10,3,Boissons,Kirène,1100,0,0,0,Très chaud,118,197,117
6,2,Alimentaire,Mama,2700,0,0,0,Ensoleillé,71,138,80
11,3,Hygiène,Colgate,2800,0,0,0,Ensoleillé,63,111,56
1,1,Alimentaire,Mama,3300,0,0,0,Pluvieux,41,76,44
48,12,Hygiène,Palmolive,1000,1,20,0,Ensoleillé,40,94,51
1,1,Électroménager,Brandt,63100,1,10,0,Ensoleillé,7,9,7
32,8,Vêtements,Afriq Style,32600,1,15,1,Ensoleillé,45,92,50
2,1,Vêtements,Kente,24300,0,0,0,Très chaud,14,21,12
40,10,Alimentaire,Nestlé,7800,0,0,0,Très chaud,52,84,69
10,3,Boissons,Gazelle,1700,1,25,0,Pluvieux,152,310,128
10,3,Hygiène,Dove,3400,1,5,0,Ensoleillé,87,203,71
39,10,Électroménager,Brandt,53800,0,0,0,Très chaud,5,8,6
36,9,Boissons,Rani,500,1,15,0,Pluvieux,164,345,134
50,1,Alimentaire,Nestlé,3300,0,0,0,Ensoleillé,66,164,59
16,4,Hygiène,Colgate,1100,0,0,0,Ensoleillé,72,123,69
23,6,Hygiène,Dove,3400,1,10,0,Ensoleillé,104,221,102
19,5,Vêtements,Dakar Mode,27400,1,30,0,Ensoleillé,41,72,49
45,12,Électroménager,LG,128100,0,0,0,Nuageux,5,9,5
27,7,Électroménager,Hisense,48000,1,30,0,Ensoleillé,16,39,17
52,1,Alimentaire,Mama,1700,1,25,0,Pluvieux,101,231,81
16,4,Boissons,Rani,2700,1,15,0,Pluvieux,118,158,112
1,1,Vêtements,Dakar Mode,22400,0,0,0,Nuageux,12,23,14
8,2,Hygiène,Palmolive,4400,0,0,0,Nuageux,52,79,45
28,7,Boissons,Gazelle,1700,0,0,0,Nuageux,110,247,125
5,2,Vêtements,Wax & Co,21800,1,5,0,Ensoleillé,30,69,26
37,10,Vêtements,Wax & Co,17200,0,0,0,Nuageux,25,58,21
8,2,Hygiène,Dove,2900,0,0,0,Nuageux,55,130,52
6,2,Hygiène,Palmolive,3500,0,0,0,Très chaud,33,64,39
8,2,Alimentaire,Daffé,7300,0,0,0,Ensoleillé,74,153,67
15,4,Hygiène,Nivea,3400,1,0,0,Nuageux,55,130,62
49,1,Hygiène,Nivea,2200,1,30,0,Ensoleillé,73,118,60
23,6,Vêtements,Kantamanto,8800,1,10,0,Très chaud,36,88,35
33,9,Boissons,Coca-Cola,500,0,0,0,Très chaud,109,226,99
22,6,Alimentaire,Mama,3500,0,0,0,Ensoleillé,103,165,108
27,7,Boissons,Rani,900,0,0,0,Ensoleillé,204,280,177
40,10,Vêtements,Kente,34100,0,0,0,Très chaud,15,24,18
44,11,Hygiène,Palmolive,3500,1,25,0,Ensoleillé,66,157,63
17,5,Vêtements,Afriq Style,34900,0,0,0,Pluvieux,22,36,26
13,4,Hygiène,Dettol,1300,1,20,0,Nuageux,51,90,67
4,1,Vêtements,Kente,12700,1,30,1,Nuageux,29,39,32
4,1,Vêtements,Dakar Mode,5500,1,15,0,Pluvieux,21,36,20
38,10,Boissons,Gazelle,1700,0,0,0,Très chaud,85,146,89
44,11,Électroménager,Moulinex,169800,1,20,0,Ensoleillé,8,16,7
52,1,Hygiène,Colgate,4700,1,20,0,Ensoleillé,48,69,58
46,12,Hygiène,Palmolive,2500,1,5,0,Ensoleillé,39,54,46
3,1,Alimentaire,Daffé,1700,0,0,0,Ensoleillé,63,100,62
28,7,Hygiène,Dettol,3900,1,10,0,Très chaud,72,120,92
1,1,Hygiène,Palmolive,4100,1,0,0,Nuageux,49,85,42
1,1,Électroménager,LG,115000,0,0,0,Pluvieux,3,6,3
1,1,Boissons,Youki,700,0,0,0,Ensoleillé,82,128,70
19,5,Électroménager,Hisense,64300,0,0,0,Très chaud,11,21,10
19,5,Électroménager,Brandt,50200,1,5,0,Pluvieux,7,13,8
34,9,Vêtements,Kantamanto,30100,0,0,0,Nuageux,26,63,23
44,11,Électroménager,LG,157800,0,0,0,Nuageux,4,7,4
6,2,Hygiène,Colgate,1700,0,0,0,Nuageux,46,97,45
15,4,Électroménager,Brandt,141200,0,0,0,Nuageux,9,15,12
23,6,Boissons,Rani,800,1,30,0,Ensoleillé,310,539,284
22,6,Vêtements,Wax & Co,5400,0,0,0,Nuageux,55,108,45
20,5,Boissons,Youki,1400,1,5,0,Nuageux,211,430,185
44,11,Vêtements,Kente,4600,1,25,0,Ensoleillé,25,51,28
35,9,Électroménager,Brandt,71000,0,0,0,Ensoleillé,7,16,9
36,9,Alimentaire,Nestlé,4400,0,0,0,Ensoleillé,87,128,92
24,6,Électroménager,Moulinex,37300,0,0,0,Pluvieux,10,24,10
9,3,Boissons,Coca-Cola,2500,0,0,0,Nuageux,94,119,98
51,1,Boissons,Kirène,1400,0,0,1,Ensoleillé,138,200,131
17,5,Boissons,Youki,1500,1,15,0,Ensoleillé,235,316,211
30,8,Boissons,Kirène,1400,1,20,0,Ensoleillé,242,343,255
21,6,Hygiène,Dettol,3600,0,0,0,Ensoleillé,94,212,102
52,1,Électroménager,Hisense,185700,0,0,1,Ensoleillé,5,6,6
5,2,Alimentaire,Mama,5800,0,0,0,Ensoleillé,69,96,70
29,8,Hygiène,Dettol,4600,0,0,0,Nuageux,79,137,68
5,2,Alimentaire,Mama,4700,0,0,0,Ensoleillé,71,150,66
47,12,Boissons,Youki,1900,0,0,0,Ensoleillé,69,161,88
10,3,Hygiène,Nivea,3600,0,0,0,Ensoleillé,64,119,58
45,12,Vêtements,Kente,10700,1,0,0,Ensoleillé,13,15,13
2,1,Boissons,Coca-Cola,2000,1,5,0,Nuageux,84,116,85
24,6,Boissons,Rani,2000,1,25,0,Nuageux,222,502,222
40,10,Boissons,Youki,1000,1,10,0,Nuageux,139,207,126
50,1,Vêtements,Afriq Style,30800,0,0,1,Ensoleillé,24,35,26
49,1,Vêtements,Wax & Co,33500,0,0,0,Pluvieux,16,25,15
4,1,Électroménager,Brandt,33700,1,15,1,Ensoleillé,9,17,10
23,6,Vêtements,Dakar Mode,11100,0,0,0,Ensoleillé,38,88,38
29,8,Boissons,Kirène,1400,1,5,0,Ensoleillé,195,238,170
31,8,Alimentaire,Kirène,3000,1,0,0,Ensoleillé,115,213,107
43,11,Alimentaire,Mama,6200,0,0,0,Ensoleillé,71,121,58
36,9,Électroménager,LG,75300,0,0,0,Pluvieux,4,6,5
35,9,Vêtements,Afriq Style,29100,1,20,0,Ensoleillé,34,52,33
29,8,Électroménager,Hisense,63000,1,5,0,Pluvieux,9,21,9
25,7,Vêtements,Kantamanto,16200,0,0,0,Ensoleillé,29,55,31
4,1,Vêtements,Kantamanto,18100,0,0,0,Nuageux,19,31,18
43,11,Alimentaire,Kirène,1800,1,10,0,Nuageux,50,105,54
51,1,Boissons,Coca-Cola,1700,0,0,0,Nuageux,77,187,97
45,12,Alimentaire,Nestlé,2500,0,0,1,Ensoleillé,79,182,73
6,2,Alimentaire,Kirène,2000,1,10,0,Ensoleillé,124,163,103
6,2,Hygiène,Dove,3100,0,0,0,Nuageux,38,88,44
23,6,Boissons,Gazelle,1400,0,0,0,Ensoleillé,203,355,163
50,1,Boissons,Coca-Cola,2900,0,0,0,Nuageux,87,116,79
17,5,Vêtements,Dakar Mode,7600,1,25,0,Ensoleillé,47,91,50
36,9,Électroménager,LG,68200,1,30,0,Ensoleillé,15,37,13
15,4,Alimentaire,Nestlé,7500,1,30,0,Ensoleillé,152,274,152
2,1,Vêtements,Dakar Mode,10900,0,0,0,Ensoleillé,20,26,20
51,1,Électroménager,Moulinex,199200,0,0,0,Pluvieux,4,7,4
45,12,Vêtements,Kantamanto,3900,1,15,0,Nuageux,19,24,20
10,3,Vêtements,Kantamanto,8700,0,0,0,Ensoleillé,26,57,26
35,9,Électroménager,LG,77800,0,0,0,Nuageux,7,14,8
12,3,Hygiène,Dove,4700,0,0,0,Nuageux,89,152,75
13,4,Hygiène,Palmolive,4300,1,30,0,Ensoleillé,129,242,115
52,1,Électroménager,Moulinex,184800,1,30,0,Nuageux,5,12,6
50,1,Vêtements,Afriq Style,11100,0,0,0,Ensoleillé,21,40,21
44,11,Électroménager,LG,97400,0,0,0,Ensoleillé,5,11,6
18,5,Hygiène,Dove,1600,1,0,0,Nuageux,84,115,91
36,9,Vêtements,Dakar Mode,24500,0,0,0,Ensoleillé,28,54,25
48,12,Hygiène,Dove,2200,0,0,0,Nuageux,31,77,32
13,4,Vêtements,Kantamanto,13000,1,30,0,Nuageux,38,86,45
52,1,Hygiène,Dove,3100,1,15,0,Nuageux,69,89,57
50,1,Hygiène,Colgate,1700,1,0,0,Ensoleillé,44,78,49
6,2,Vêtements,Dakar Mode,25200,0,0,0,Ensoleillé,23,52,26
43,11,Hygiène,Colgate,3600,0,0,0,Ensoleillé,31,67,40
23,6,Hygiène,Palmolive,900,1,15,0,Ensoleillé,107,130,112
22,6,Hygiène,Dettol,3200,0,0,0,Ensoleillé,86,196,85
23,6,Boissons,Rani,2900,1,5,0,Ensoleillé,151,333,181
38,10,Boissons,Rani,1400,1,30,0,Ensoleillé,181,442,176
14,4,Électroménager,LG,186300,0,0,0,Ensoleillé,12,19,11
36,9,Alimentaire,Daffé,5400,1,15,0,Très chaud,100,215,86
14,4,Boissons,Gazelle,600,0,0,0,Nuageux,152,369,148
5,2,Vêtements,Afriq Style,3300,0,0,0,Ensoleillé,18,23,20
32,8,Électroménager,LG,134900,1,30,0,Ensoleillé,15,31,17
25,7,Électroménager,Moulinex,99400,0,0,0,Pluvieux,6,12,8
16,4,Électroménager,Hisense,86000,0,0,1,Très chaud,12,17,11
38,10,Alimentaire,Patisen,3300,1,0,0,Ensoleillé,65,136,63
43,11,Boissons,Rani,2900,1,10,0,Ensoleillé,134,291,108
1,1,Alimentaire,Nestlé,5800,1,10,0,Pluvieux,45,103,55
49,1,Électroménager,Brandt,64800,1,25,0,Ensoleillé,6,13,8
2,1,Vêtements,Wax & Co,31700,0,0,0,Pluvieux,19,45,18
45,12,Boissons,Kirène,600,0,0,0,Ensoleillé,77,180,76
8,2,Hygiène,Nivea,2500,0,0,0,Très chaud,29,35,39
49,1,Boissons,Youki,2900,0,0,0,Ensoleillé,91,110,101
30,8,Alimentaire,Nestlé,7400,0,0,0,Ensoleillé,96,173,120
29,8,Vêtements,Afriq Style,24200,0,0,0,Nuageux,38,72,32
32,8,Alimentaire,Nestlé,1900,0,0,0,Nuageux,78,187,88
43,11,Alimentaire,Kirène,6500,1,20,0,Nuageux,77,108,71
48,12,Électroménager,Moulinex,86700,1,5,1,Ensoleillé,6,10,7
10,3,Alimentaire,Nestlé,6300,1,30,0,Ensoleillé,149,265,138
4,1,Boissons,Coca-Cola,1600,0,0,0,Pluvieux,66,141,73
48,12,Alimentaire,Daffé,6800,1,20,0,Pluvieux,46,61,52
47,12,Hygiène,Dettol,2000,0,0,0,Ensoleillé,42,66,40
47,12,Vêtements,Kente,17300,1,25,0,Nuageux,13,31,14
21,6,Vêtements,Afriq Style,11700,1,25,0,Très chaud,33,65,42
38,10,Hygiène,Nivea,1600,0,0,0,Nuageux,27,56,35
17,5,Vêtements,Afriq Style,14800,0,0,0,Pluvieux,18,35,20
39,10,Hygiène,Nivea,2500,0,0,0,Pluvieux,35,86,44
34,9,Électroménager,Moulinex,172900,0,0,0,Ensoleillé,8,15,8
48,12,Hygiène,Nivea,1900,0,0,0,Nuageux,31,41,34
23,6,Électroménager,LG,83400,1,10,0,Pluvieux,15,20,13
30,8,Électroménager,Hisense,188200,1,30,0,Nuageux,14,28,17
27,7,Boissons,Coca-Cola,1300,0,0,0,Pluvieux,123,172,104
1,1,Boissons,Coca-Cola,2600,0,0,0,Ensoleillé,104,179,85
3,1,Alimentaire,Patisen,7800,0,0,0,Ensoleillé,40,82,36
2,1,Électroménager,Samsung,185600,0,0,0,Nuageux,4,6,5
13,4,Boissons,Kirène,2700,1,20,0,Nuageux,167,253,220
39,10,Électroménager,Samsung,87500,0,0,0,Très chaud,4,9,5
17,5,Vêtements,Wax & Co,28200,1,15,0,Ensoleillé,51,86,46
35,9,Hygiène,Dove,3200,1,10,0,Pluvieux,60,94,55
45,12,Électroménager,Brandt,146200,1,20,0,Pluvieux,5,6,5
23,6,Électroménager,Hisense,148200,1,0,0,Très chaud,9,17,10
33,9,Boissons,Coca-Cola,2600,1,30,0,Très chaud,203,391,176
10,3,Boissons,Youki,2400,0,0,0,Ensoleillé,126,158,113
27,7,Alimentaire,Daffé,5000,1,10,0,Nuageux,137,240,143
2,1,Boissons,Youki,1500,0,0,0,Pluvieux,60,143,77
13,4,Hygiène,Palmolive,4800,0,0,0,Ensoleillé,69,121,59
3,1,Hygiène,Dettol,4500,0,0,0,Ensoleillé,31,57,37
11,3,Hygiène,Nivea,800,1,25,0,Ensoleillé,94,144,80
40,10,Électroménager,Hisense,70900,0,0,0,Pluvieux,3,6,5
44,11,Vêtements,Kente,3300,1,20,0,Ensoleillé,23,44,23
16,4,Boissons,Gazelle,2300,0,0,0,Ensoleillé,163,286,140
16,4,Hygiène,Nivea,3100,0,0,0,Ensoleillé,104,213,90
14,4,Vêtements,Kantamanto,10300,1,5,1,Nuageux,29,43,26
12,3,Hygiène,Palmolive,3100,0,0,0,Nuageux,73,121,66
8,2,Vêtements,Dakar Mode,24400,0,0,0,Pluvieux,17,24,19
19,5,Électroménager,Moulinex,26700,0,0,0,Ensoleillé,7,14,10
27,7,Alimentaire,Kirène,4500,0,0,0,Nuageux,80,123,106
30,8,Boissons,Gazelle,500,1,20,0,Très chaud,132,274,162
4,1,Alimentaire,Mama,6600,0,0,0,Ensoleillé,53,109,61
18,5,Hygiène,Palmolive,4500,0,0,0,Nuageux,98,227,89
16,4,Hygiène,Nivea,3900,1,5,0,Pluvieux,60,103,56
39,10,Boissons,Kirène,1000,1,20,0,Ensoleillé,139,188,150
